 Antal dgr;Tabellnr;Inkomst fr.o.m.;Inkomst t.o.m.;Kolumn 1;Kolumn 2;Kolumn 3;Kolumn 4;Kolumn 5;Kolumn 6
30B;37;74801;75000;34341;35084;33334;33334;36050;36050
30B;37;75001;75200;34471;35208;33464;33464;36174;36174
30B;37;75201;75400;34601;35332;33594;33594;36298;36298
30B;37;75401;75600;34731;35456;33724;33724;36422;36422
30B;37;75601;75800;34861;35580;33854;33854;36546;36546
30B;37;75801;76000;34991;35704;33984;33984;36670;36670
30B;37;76001;76200;35121;35828;34114;34114;36794;36794
30B;37;76201;76400;35251;35952;34244;34244;36918;36918
30B;37;76401;76600;35381;36076;34374;34374;37042;37042
30B;37;76601;76800;35511;36200;34504;34504;37166;37166
30B;37;76801;77000;35641;36324;34634;34634;37290;37290
30B;37;77001;77200;35771;36448;34764;34764;37414;37414
30B;37;77201;77400;35901;36572;34894;34894;37538;37538
30B;37;77401;77600;36031;36696;35024;35024;37662;37662
30B;37;77601;77800;36161;36820;35154;35154;37786;37786
30B;37;77801;78000;36291;36944;35284;35284;37910;37910
30B;37;78001;78200;36421;37068;35414;35414;38034;38034
30B;37;78201;78400;36551;37192;35544;35544;38158;38158
30B;37;78401;78600;36681;37316;35674;35674;38282;38282
30B;37;78601;78800;36811;37440;35804;35804;38406;38406
30B;37;78801;79000;36941;37564;35934;35934;38530;38530
30B;37;79001;79200;37071;37688;36064;36064;38654;38654
30B;37;79201;79400;37201;37812;36194;36194;38778;38778
30B;37;79401;79600;37331;37936;36324;36324;38902;38902
30B;37;79601;79800;37461;38060;36454;36454;39026;39026
30B;37;79801;80000;37591;38184;36584;36584;39150;39150
30%;37;80001;82200;47;48;46;46;49;49
30%;37;82201;83200;48;48;46;46;49;49
30%;37;83201;83400;48;48;47;47;49;49
30%;37;83401;84400;48;48;47;47;50;50
30%;37;84401;87200;48;49;47;47;50;50
30%;37;87201;88000;49;49;47;47;50;50
30%;37;88001;90800;49;49;48;48;50;50
30%;37;90801;91200;49;49;48;48;51;51
30%;37;91201;92800;49;50;48;48;51;51
30%;37;92801;93400;50;50;48;48;51;51
30%;37;93401;99200;50;50;49;49;51;51
30%;37;99201;99400;51;51;49;49;51;51
30%;37;99401;106200;51;51;50;50;52;52
30%;37;106201;106600;51;51;51;51;52;52
30%;37;106601;108600;52;51;51;51;52;52
30%;37;108601;109800;52;52;51;51;52;52
30%;37;109801;114000;52;52;51;51;53;53
30%;37;114001;115200;52;52;52;52;53;53
30%;37;115201;120000;53;52;52;52;53;53
30%;37;120001;122800;53;53;52;52;53;53
30%;37;122801;123200;53;53;52;52;54;54
30%;37;123201;125200;53;53;53;53;54;54
30%;37;125201;134200;54;53;53;53;54;54
30%;37;134201;139200;54;54;54;54;54;54
30%;37;139201;152200;55;54;54;54;55;55
30%;37;152201;160600;55;55;55;55;55;55
30%;37;160601;175600;56;55;55;55;56;56
30%;37;175601;189800;56;56;56;56;56;56
30%;37;189801;207400;57;56;56;56;57;57
30%;37;207401;232200;57;57;57;57;57;57
30%;37;232201;253600;58;57;57;57;58;58
30%;37;253601;298400;58;58;58;58;58;58
30%;37;298401;326000;59;58;58;58;59;59
30%;37;326001;417800;59;59;59;59;59;59
30%;37;417801;456600;60;59;59;59;60;60
30%;37;456601;696600;60;60;60;60;60;60
30%;37;696601;761000;61;60;60;60;61;61
30%;37;761001;2089800;61;61;61;61;61;61
30%;37;2089801;2283000;62;61;61;61;62;62
30%;37;2283001;;62;62;62;62;62;62
30B;38;1;1500;0;0;0;0;0;0
30B;38;1501;1600;108;0;108;0;108;12
30B;38;1601;1700;118;0;116;0;118;50
30B;38;1701;1800;127;0;125;0;127;88
30B;38;1801;1900;137;0;133;0;137;126
30B;38;1901;2000;146;0;141;0;164;164
30B;38;2001;2100;156;0;150;0;202;202
30B;38;2101;2200;157;0;150;0;240;240
30B;38;2201;2300;167;0;158;0;278;278
30B;38;2301;2400;176;0;166;0;316;316
30B;38;2401;2500;186;0;175;0;354;354
30B;38;2501;2600;195;0;183;0;392;392
30B;38;2601;2700;205;0;191;0;430;430
30B;38;2701;2800;214;0;200;0;468;468
30B;38;2801;2900;216;0;200;0;506;506
30B;38;2901;3000;225;0;208;0;544;544
30B;38;3001;3100;235;0;216;0;582;582
30B;38;3101;3200;244;0;225;0;620;620
30B;38;3201;3300;254;0;233;0;658;658
30B;38;3301;3400;263;0;241;0;696;696
30B;38;3401;3500;264;0;241;0;734;734
30B;38;3501;3600;274;0;250;0;772;772
30B;38;3601;3700;283;0;258;0;807;807
30B;38;3701;3800;293;0;266;0;839;839
30B;38;3801;3900;302;0;275;0;867;867
30B;38;3901;4000;311;0;283;0;899;899
30B;38;4001;4100;312;0;283;0;927;927
30B;38;4101;4200;322;28;292;0;959;959
30B;38;4201;4300;331;57;301;1;991;991
30B;38;4301;4400;340;85;311;2;1019;1019
30B;38;4401;4500;349;114;320;3;1051;1051
30B;38;4501;4600;359;142;329;4;1079;1079
30B;38;4601;4700;364;171;330;5;1111;1111
30B;38;4701;4800;390;199;339;6;1143;1143
30B;38;4801;4900;415;228;348;7;1171;1171
30B;38;4901;5000;441;256;358;8;1203;1203
30B;38;5001;5100;466;285;367;9;1231;1231
30B;38;5101;5200;492;313;376;9;1263;1263
30B;38;5201;5300;518;342;385;10;1295;1295
30B;38;5301;5400;543;370;386;11;1323;1323
30B;38;5401;5500;569;399;395;12;1355;1355
30B;38;5501;5600;594;427;405;13;1383;1383
30B;38;5601;5700;620;456;414;14;1415;1415
30B;38;5701;5800;645;484;423;15;1447;1447
30B;38;5801;5900;671;513;432;16;1475;1475
30B;38;5901;6000;696;541;433;17;1507;1507
30B;38;6001;6100;722;570;443;18;1535;1535
30B;38;6101;6200;747;598;452;18;1567;1567
30B;38;6201;6300;773;627;461;19;1599;1599
30B;38;6301;6400;798;655;470;20;1627;1627
30B;38;6401;6500;824;684;479;21;1659;1659
30B;38;6501;6600;849;712;480;22;1687;1687
30B;38;6601;6700;875;741;490;23;1719;1719
30B;38;6701;6800;901;769;499;24;1751;1751
30B;38;6801;6900;926;798;508;25;1779;1779
30B;38;6901;7000;952;826;517;26;1811;1811
30B;38;7001;7100;977;855;527;27;1839;1839
30B;38;7101;7200;1003;883;527;27;1871;1871
30B;38;7201;7300;1028;912;537;28;1903;1903
30B;38;7301;7400;1054;940;546;29;1931;1931
30B;38;7401;7500;1079;969;555;30;1963;1963
30B;38;7501;7600;1105;997;564;31;1991;1991
30B;38;7601;7700;1131;1026;574;32;2023;2023
30B;38;7701;7800;1156;1054;583;33;2055;2055
30B;38;7801;7900;1182;1083;584;34;2083;2083
30B;38;7901;8000;1207;1111;593;35;2115;2115
30B;38;8001;8100;1233;1140;602;36;2143;2143
30B;38;8101;8200;1258;1168;611;36;2175;2175
30B;38;8201;8300;1284;1197;621;37;2207;2207
30B;38;8301;8400;1309;1225;630;38;2235;2235
30B;38;8401;8500;1335;1254;631;39;2267;2267
30B;38;8501;8600;1360;1282;640;40;2295;2295
30B;38;8601;8700;1386;1311;649;41;2327;2327
30B;38;8701;8800;1412;1339;659;42;2359;2359
30B;38;8801;8900;1437;1368;668;43;2387;2387
30B;38;8901;9000;1463;1396;677;44;2419;2419
30B;38;9001;9100;1488;1425;678;45;2447;2447
30B;38;9101;9200;1514;1453;687;45;2479;2479
30B;38;9201;9300;1539;1482;696;46;2511;2511
30B;38;9301;9400;1565;1510;706;47;2539;2539
30B;38;9401;9500;1590;1539;715;48;2571;2571
30B;38;9501;9600;1616;1567;724;49;2599;2599
30B;38;9601;9700;1641;1596;725;50;2631;2631
30B;38;9701;9800;1667;1624;734;51;2663;2663
30B;38;9801;9900;1692;1653;743;52;2691;2691
30B;38;9901;10000;1718;1681;753;53;2723;2723
30B;38;10001;10100;1744;1716;762;54;2755;2755
30B;38;10101;10200;1769;1754;772;55;2793;2793
30B;38;10201;10300;1795;1792;781;56;2831;2831
30B;38;10301;10400;1821;1830;782;60;2869;2869
30B;38;10401;10500;1847;1868;792;93;2907;2907
30B;38;10501;10600;1872;1906;801;126;2945;2945
30B;38;10601;10700;1898;1944;811;159;2983;2983
30B;38;10701;10800;1924;1982;820;192;3021;3021
30B;38;10801;10900;1954;2020;830;225;3059;3059
30B;38;10901;11000;1987;2058;831;258;3097;3097
30B;38;11001;11100;2021;2096;841;291;3135;3135
30B;38;11101;11200;2055;2134;850;324;3173;3173
30B;38;11201;11300;2089;2172;860;357;3211;3211
30B;38;11301;11400;2123;2210;869;390;3249;3249
30B;38;11401;11500;2157;2248;879;423;3290;3290
30B;38;11501;11600;2191;2286;880;456;3331;3331
30B;38;11601;11700;2225;2324;890;489;3372;3372
30B;38;11701;11800;2259;2362;899;522;3413;3413
30B;38;11801;11900;2293;2400;909;555;3454;3454
30B;38;11901;12000;2327;2438;918;588;3499;3499
30B;38;12001;12100;2361;2476;928;621;3540;3540
30B;38;12101;12200;2395;2514;929;654;3581;3581
30B;38;12201;12300;2429;2552;938;687;3622;3622
30B;38;12301;12400;2463;2590;948;720;3663;3663
30B;38;12401;12500;2498;2628;958;753;3708;3708
30B;38;12501;12600;2532;2666;967;786;3749;3749
30B;38;12601;12700;2566;2704;977;819;3790;3790
30B;38;12701;12800;2600;2742;986;852;3831;3831
30B;38;12801;12900;2634;2780;987;885;3872;3872
30B;38;12901;13000;2668;2818;997;918;3917;3917
30B;38;13001;13100;2702;2856;1006;951;3958;3958
30B;38;13101;13200;2736;2894;1016;984;3999;3999
30B;38;13201;13300;2770;2932;1025;1017;4040;4040
30B;38;13301;13400;2804;2970;1050;1050;4081;4081
30B;38;13401;13500;2838;3008;1083;1083;4126;4126
30B;38;13501;13600;2872;3046;1116;1116;4167;4167
30B;38;13601;13700;2906;3084;1149;1149;4208;4208
30B;38;13701;13800;2940;3122;1182;1182;4249;4249
30B;38;13801;13900;2974;3160;1215;1215;4290;4290
30B;38;13901;14000;3008;3201;1251;1251;4335;4335
30B;38;14001;14100;3042;3242;1287;1287;4376;4376
30B;38;14101;14200;3076;3287;1327;1327;4417;4417
30B;38;14201;14300;3110;3328;1363;1363;4458;4458
30B;38;14301;14400;3144;3369;1399;1399;4499;4499
30B;38;14401;14500;3178;3410;1435;1435;4544;4544
30B;38;14501;14600;3212;3451;1471;1471;4585;4585
30B;38;14601;14700;3246;3496;1511;1511;4626;4626
30B;38;14701;14800;3280;3537;1547;1547;4667;4667
30B;38;14801;14900;3314;3578;1583;1583;4708;4708
30B;38;14901;15000;3348;3619;1619;1619;4753;4753
30B;38;15001;15100;3382;3660;1655;1655;4794;4794
30B;38;15101;15200;3416;3705;1695;1695;4835;4835
30B;38;15201;15300;3450;3746;1731;1731;4876;4876
30B;38;15301;15400;3484;3787;1767;1767;4917;4917
30B;38;15401;15500;3519;3828;1803;1803;4962;4962
30B;38;15501;15600;3553;3869;1839;1839;5003;5003
30B;38;15601;15700;3587;3914;1879;1879;5044;5044
30B;38;15701;15800;3621;3955;1915;1915;5085;5085
30B;38;15801;15900;3655;3996;1951;1951;5126;5126
30B;38;15901;16000;3689;4037;1987;1987;5171;5171
30B;38;16001;16100;3723;4078;2023;2023;5212;5212
30B;38;16101;16200;3757;4123;2063;2063;5253;5253
30B;38;16201;16300;3791;4164;2099;2099;5294;5294
30B;38;16301;16400;3825;4205;2135;2135;5335;5335
30B;38;16401;16500;3859;4246;2171;2171;5380;5380
30B;38;16501;16600;3893;4287;2207;2207;5421;5421
30B;38;16601;16700;3927;4332;2247;2247;5462;5462
30B;38;16701;16800;3961;4373;2283;2283;5503;5503
30B;38;16801;16900;3995;4414;2319;2319;5544;5544
30B;38;16901;17000;4029;4455;2355;2355;5589;5589
30B;38;17001;17100;4063;4496;2391;2391;5630;5630
30B;38;17101;17200;4097;4541;2431;2431;5671;5671
30B;38;17201;17300;4131;4582;2467;2467;5712;5712
30B;38;17301;17400;4165;4623;2503;2503;5753;5753
30B;38;17401;17500;4199;4664;2539;2539;5798;5798
30B;38;17501;17600;4233;4705;2575;2575;5839;5839
30B;38;17601;17700;4267;4750;2615;2615;5880;5880
30B;38;17701;17800;4301;4791;2651;2651;5921;5921
30B;38;17801;17900;4335;4832;2687;2687;5962;5962
30B;38;17901;18000;4369;4873;2723;2723;6007;6007
30B;38;18001;18100;4403;4914;2759;2759;6048;6048
30B;38;18101;18200;4437;4959;2799;2799;6089;6089
30B;38;18201;18300;4471;5000;2835;2835;6130;6130
30B;38;18301;18400;4506;5041;2871;2871;6171;6171
30B;38;18401;18500;4540;5082;2907;2907;6216;6216
30B;38;18501;18600;4574;5123;2943;2943;6257;6257
30B;38;18601;18700;4608;5168;2983;2983;6298;6298
30B;38;18701;18800;4642;5209;3019;3019;6339;6339
30B;38;18801;18900;4676;5250;3055;3055;6380;6380
30B;38;18901;19000;4710;5291;3091;3091;6425;6425
30B;38;19001;19100;4744;5332;3127;3127;6466;6466
30B;38;19101;19200;4778;5377;3167;3167;6507;6507
30B;38;19201;19300;4812;5418;3203;3203;6548;6548
30B;38;19301;19400;4846;5459;3239;3239;6589;6589
30B;38;19401;19500;4880;5500;3275;3275;6634;6634
30B;38;19501;19600;4914;5541;3311;3311;6675;6675
30B;38;19601;19700;4948;5586;3351;3351;6716;6716
30B;38;19701;19800;4982;5627;3387;3387;6757;6757
30B;38;19801;19900;5016;5668;3423;3423;6798;6798
30B;38;19901;20000;5050;5709;3459;3459;6843;6843
30B;38;20001;20200;5118;5791;3531;3531;6925;6925
30B;38;20201;20400;5186;5874;3604;3604;7007;7007
30B;38;20401;20600;5254;5959;3679;3679;7093;7093
30B;38;20601;20800;5322;6042;3752;3752;7175;7175
30B;38;20801;21000;5391;6124;3824;3824;7261;7261
30B;38;21001;21200;5459;6206;3896;3896;7343;7343
30B;38;21201;21400;5527;6289;3969;3969;7425;7425
30B;38;21401;21600;5595;6371;4041;4041;7511;7511
30B;38;21601;21800;5663;6453;4113;4113;7593;7593
30B;38;21801;22000;5731;6539;4189;4189;7679;7679
30B;38;22001;22200;5799;6621;4261;4261;7761;7761
30B;38;22201;22400;5867;6703;4333;4333;7843;7843
30B;38;22401;22600;5935;6786;4406;4406;7929;7929
30B;38;22601;22800;6003;6868;4478;4478;8011;8011
30B;38;22801;23000;6071;6950;4550;4550;8097;8097
30B;38;23001;23200;6139;7036;4626;4626;8179;8179
30B;38;23201;23400;6207;7118;4698;4698;8261;8261
30B;38;23401;23600;6275;7201;4771;4771;8347;8347
30B;38;23601;23800;6343;7283;4843;4843;8429;8429
30B;38;23801;24000;6412;7365;4915;4915;8515;8515
30B;38;24001;24200;6480;7448;4988;4988;8597;8597
30B;38;24201;24400;6548;7533;5063;5063;8679;8679
30B;38;24401;24600;6616;7615;5135;5135;8765;8765
30B;38;24601;24800;6684;7698;5208;5208;8847;8847
30B;38;24801;25000;6752;7780;5280;5280;8933;8933
30B;38;25001;25200;6820;7862;5362;5362;9015;9015
30B;38;25201;25400;6888;7945;5445;5445;9097;9097
30B;38;25401;25600;6956;8030;5530;5530;9183;9183
30B;38;25601;25800;7024;8113;5613;5613;9265;9265
30B;38;25801;26000;7092;8195;5695;5695;9351;9351
30B;38;26001;26200;7160;8277;5777;5777;9433;9433
30B;38;26201;26400;7228;8360;5860;5860;9515;9515
30B;38;26401;26600;7296;8442;5942;5942;9601;9601
30B;38;26601;26800;7364;8524;6024;6024;9683;9683
30B;38;26801;27000;7433;8610;6110;6110;9769;9769
30B;38;27001;27200;7501;8692;6192;6192;9851;9851
30B;38;27201;27400;7569;8774;6274;6274;9933;9933
30B;38;27401;27600;7637;8857;6357;6357;10019;10019
30B;38;27601;27800;7705;8939;6439;6439;10101;10101
30B;38;27801;28000;7773;9021;6521;6521;10187;10187
30B;38;28001;28200;7841;9107;6607;6607;10269;10269
30B;38;28201;28400;7909;9189;6689;6689;10351;10351
30B;38;28401;28600;7977;9272;6772;6772;10437;10437
30B;38;28601;28800;8045;9354;6854;6854;10519;10519
30B;38;28801;29000;8113;9436;6936;6936;10605;10605
30B;38;29001;29200;8181;9519;7019;7019;10684;10684
30B;38;29201;29400;8249;9604;7104;7104;10760;10760
30B;38;29401;29600;8317;9686;7186;7186;10836;10836
30B;38;29601;29800;8385;9769;7269;7269;10912;10912
30B;38;29801;30000;8459;9851;7351;7351;10988;10988
30B;38;30001;30200;8535;9933;7433;7433;11064;11064
30B;38;30201;30400;8611;10016;7516;7516;11140;11140
30B;38;30401;30600;8687;10101;7601;7601;11216;11216
30B;38;30601;30800;8763;10184;7684;7684;11292;11292
30B;38;30801;31000;8839;10266;7766;7766;11368;11368
30B;38;31001;31200;8915;10348;7848;7848;11444;11444
30B;38;31201;31400;8991;10431;7931;7931;11520;11520
30B;38;31401;31600;9067;10513;8013;8013;11596;11596
30B;38;31601;31800;9143;10595;8095;8095;11672;11672
30B;38;31801;32000;9219;10681;8181;8181;11748;11748
30B;38;32001;32200;9295;10763;8263;8263;11824;11824
30B;38;32201;32400;9371;10845;8345;8345;11900;11900
30B;38;32401;32600;9447;10928;8428;8428;11976;11976
30B;38;32601;32800;9523;11010;8510;8510;12052;12052
30B;38;32801;33000;9599;11092;8592;8592;12128;12128
30B;38;33001;33200;9675;11178;8678;8678;12204;12204
30B;38;33201;33400;9751;11260;8760;8760;12280;12280
30B;38;33401;33600;9827;11343;8843;8843;12356;12356
30B;38;33601;33800;9903;11425;8925;8925;12432;12432
30B;38;33801;34000;9979;11507;9007;9007;12508;12508
30B;38;34001;34200;10055;11590;9090;9090;12584;12584
30B;38;34201;34400;10131;11675;9175;9175;12660;12660
30B;38;34401;34600;10207;11757;9257;9257;12736;12736
30B;38;34601;34800;10283;11840;9340;9340;12812;12812
30B;38;34801;35000;10359;11922;9422;9422;12888;12888
30B;38;35001;35200;10435;12004;9504;9504;12964;12964
30B;38;35201;35400;10511;12087;9587;9587;13040;13040
30B;38;35401;35600;10587;12172;9672;9672;13116;13116
30B;38;35601;35800;10663;12255;9755;9755;13192;13192
30B;38;35801;36000;10739;12337;9837;9837;13268;13268
30B;38;36001;36200;10815;12419;9919;9919;13344;13344
30B;38;36201;36400;10891;12502;10002;10002;13420;13420
30B;38;36401;36600;10967;12584;10084;10084;13496;13496
30B;38;36601;36800;11043;12666;10166;10166;13572;13572
30B;38;36801;37000;11132;12752;10252;10252;13661;13661
30B;38;37001;37200;11248;12834;10334;10334;13777;13777
30B;38;37201;37400;11364;12916;10416;10416;13893;13893
30B;38;37401;37600;11480;12999;10499;10499;14009;14009
30B;38;37601;37800;11596;13081;10581;10581;14125;14125
30B;38;37801;38000;11712;13163;10663;10663;14241;14241
30B;38;38001;38200;11828;13249;10749;10749;14357;14357
30B;38;38201;38400;11944;13331;10831;10831;14473;14473
30B;38;38401;38600;12060;13414;10914;10914;14589;14589
30B;38;38601;38800;12176;13496;10996;10996;14705;14705
30B;38;38801;39000;12292;13578;11078;11078;14821;14821
30B;38;39001;39200;12408;13681;11181;11181;14937;14937
30B;38;39201;39400;12524;13811;11311;11311;15053;15053
30B;38;39401;39600;12640;13937;11437;11437;15169;15169
30B;38;39601;39800;12756;14062;11562;11562;15285;15285
30B;38;39801;40000;12872;14188;11688;11688;15401;15401
30B;38;40001;40200;12988;14314;11814;11814;15517;15517
30B;38;40201;40400;13104;14439;11939;11939;15633;15633
30B;38;40401;40600;13220;14570;12070;12070;15749;15749
30B;38;40601;40800;13336;14696;12196;12196;15865;15865
30B;38;40801;41000;13452;14821;12321;12321;15981;15981
30B;38;41001;41200;13568;14947;12447;12447;16097;16097
30B;38;41201;41400;13684;15073;12573;12573;16213;16213
30B;38;41401;41600;13800;15198;12698;12698;16329;16329
30B;38;41601;41800;13916;15324;12824;12824;16445;16445
30B;38;41801;42000;14032;15454;12954;12954;16561;16561
30B;38;42001;42200;14148;15580;13080;13080;16677;16677
30B;38;42201;42400;14264;15706;13206;13206;16793;16793
30B;38;42401;42600;14380;15831;13331;13331;16909;16909
30B;38;42601;42800;14496;15957;13457;13457;17025;17025
30B;38;42801;43000;14612;16083;13583;13583;17141;17141
30B;38;43001;43200;14728;16213;13713;13713;17257;17257
30B;38;43201;43400;14844;16339;13839;13839;17373;17373
30B;38;43401;43600;14960;16465;13965;13965;17489;17489
30B;38;43601;43800;15076;16590;14090;14090;17605;17605
30B;38;43801;44000;15192;16716;14216;14216;17721;17721
30B;38;44001;44200;15308;16842;14342;14342;17837;17837
30B;38;44201;44400;15424;16972;14472;14472;17953;17953
30B;38;44401;44600;15540;17098;14598;14598;18069;18069
30B;38;44601;44800;15656;17223;14723;14723;18185;18185
30B;38;44801;45000;15772;17349;14849;14849;18301;18301
30B;38;45001;45200;15888;17475;14975;14975;18417;18417
30B;38;45201;45400;16004;17600;15100;15100;18533;18533
30B;38;45401;45600;16120;17731;15231;15231;18649;18649
30B;38;45601;45800;16236;17857;15357;15357;18765;18765
30B;38;45801;46000;16352;17977;15477;15477;18881;18881
30B;38;46001;46200;16468;18093;15593;15593;18997;18997
30B;38;46201;46400;16584;18209;15709;15709;19113;19113
30B;38;46401;46600;16700;18325;15825;15825;19229;19229
30B;38;46601;46800;16816;18441;15941;15941;19345;19345
30B;38;46801;47000;16932;18557;16057;16057;19461;19461
30B;38;47001;47200;17048;18673;16173;16173;19577;19577
30B;38;47201;47400;17164;18789;16289;16289;19693;19693
30B;38;47401;47600;17280;18905;16405;16405;19809;19809
30B;38;47601;47800;17396;19021;16521;16521;19925;19925
30B;38;47801;48000;17512;19137;16637;16637;20041;20041
30B;38;48001;48200;17628;19253;16753;16753;20157;20157
30B;38;48201;48400;17744;19369;16869;16869;20273;20273
30B;38;48401;48600;17860;19485;16985;16985;20389;20389
30B;38;48601;48800;17976;19601;17101;17101;20505;20505
30B;38;48801;49000;18092;19717;17217;17217;20621;20621
30B;38;49001;49200;18208;19833;17333;17333;20737;20737
30B;38;49201;49400;18324;19949;17449;17449;20853;20853
30B;38;49401;49600;18440;20065;17565;17565;20969;20969
30B;38;49601;49800;18556;20181;17681;17681;21085;21085
30B;38;49801;50000;18673;20297;17797;17797;21201;21201
30B;38;50001;50200;18795;20413;17919;17919;21317;21317
30B;38;50201;50400;18917;20529;18041;18041;21433;21433
30B;38;50401;50600;19039;20645;18163;18163;21549;21549
30B;38;50601;50800;19161;20761;18285;18285;21665;21665
30B;38;50801;51000;19283;20877;18407;18407;21781;21781
30B;38;51001;51200;19405;20993;18529;18529;21897;21897
30B;38;51201;51400;19527;21109;18651;18651;22013;22013
30B;38;51401;51600;19649;21225;18773;18773;22129;22129
30B;38;51601;51800;19771;21341;18895;18895;22245;22245
30B;38;51801;52000;19893;21457;19017;19017;22361;22361
30B;38;52001;52200;20015;21573;19139;19139;22477;22477
30B;38;52201;52400;20137;21689;19261;19261;22593;22593
30B;38;52401;52600;20259;21805;19383;19383;22709;22709
30B;38;52601;52800;20381;21921;19505;19505;22825;22825
30B;38;52801;53000;20503;22037;19627;19627;22941;22941
30B;38;53001;53200;20625;22153;19749;19749;23057;23057
30B;38;53201;53400;20755;22269;19871;19871;23182;23182
30B;38;53401;53600;20887;22385;19993;19993;23308;23308
30B;38;53601;53800;21019;22501;20115;20115;23434;23434
30B;38;53801;54000;21151;22617;20237;20237;23560;23560
30B;38;54001;54200;21283;22733;20359;20359;23686;23686
30B;38;54201;54400;21415;22849;20481;20481;23812;23812
30B;38;54401;54600;21547;22965;20603;20603;23938;23938
30B;38;54601;54800;21679;23082;20726;20726;24064;24064
30B;38;54801;55000;21811;23208;20858;20858;24190;24190
30B;38;55001;55200;21943;23334;20990;20990;24316;24316
30B;38;55201;55400;22075;23460;21122;21122;24442;24442
30B;38;55401;55600;22207;23586;21254;21254;24568;24568
30B;38;55601;55800;22339;23712;21386;21386;24694;24694
30B;38;55801;56000;22471;23838;21518;21518;24820;24820
30B;38;56001;56200;22603;23964;21650;21650;24946;24946
30B;38;56201;56400;22735;24090;21782;21782;25072;25072
30B;38;56401;56600;22867;24216;21914;21914;25198;25198
30B;38;56601;56800;22999;24342;22046;22046;25324;25324
30B;38;56801;57000;23131;24468;22178;22178;25450;25450
30B;38;57001;57200;23263;24594;22310;22310;25576;25576
30B;38;57201;57400;23395;24720;22442;22442;25702;25702
30B;38;57401;57600;23527;24846;22574;22574;25828;25828
30B;38;57601;57800;23659;24972;22706;22706;25954;25954
30B;38;57801;58000;23791;25098;22838;22838;26080;26080
30B;38;58001;58200;23923;25224;22970;22970;26206;26206
30B;38;58201;58400;24055;25350;23102;23102;26332;26332
30B;38;58401;58600;24187;25476;23234;23234;26458;26458
30B;38;58601;58800;24319;25602;23366;23366;26584;26584
30B;38;58801;59000;24451;25728;23498;23498;26710;26710
30B;38;59001;59200;24583;25854;23630;23630;26836;26836
30B;38;59201;59400;24715;25980;23762;23762;26962;26962
30B;38;59401;59600;24847;26106;23894;23894;27088;27088
30B;38;59601;59800;24979;26232;24026;24026;27214;27214
30B;38;59801;60000;25111;26358;24158;24158;27340;27340
30B;38;60001;60200;25243;26484;24290;24290;27466;27466
30B;38;60201;60400;25375;26610;24422;24422;27592;27592
30B;38;60401;60600;25507;26736;24554;24554;27718;27718
30B;38;60601;60800;25639;26862;24686;24686;27844;27844
30B;38;60801;61000;25771;26988;24818;24818;27970;27970
30B;38;61001;61200;25903;27114;24950;24950;28096;28096
30B;38;61201;61400;26035;27240;25082;25082;28222;28222
30B;38;61401;61600;26167;27366;25214;25214;28348;28348
30B;38;61601;61800;26299;27492;25346;25346;28474;28474
30B;38;61801;62000;26431;27618;25478;25478;28600;28600
30B;38;62001;62200;26563;27744;25610;25610;28726;28726
30B;38;62201;62400;26695;27870;25742;25742;28852;28852
30B;38;62401;62600;26827;27996;25874;25874;28978;28978
30B;38;62601;62800;26959;28122;26006;26006;29104;29104
30B;38;62801;63000;27091;28248;26138;26138;29230;29230
30B;38;63001;63200;27223;28374;26270;26270;29356;29356
30B;38;63201;63400;27355;28500;26402;26402;29482;29482
30B;38;63401;63600;27487;28626;26534;26534;29608;29608
30B;38;63601;63800;27619;28752;26666;26666;29734;29734
30B;38;63801;64000;27751;28878;26798;26798;29860;29860
30B;38;64001;64200;27883;29004;26930;26930;29986;29986
30B;38;64201;64400;28015;29130;27062;27062;30112;30112
30B;38;64401;64600;28147;29256;27194;27194;30238;30238
30B;38;64601;64800;28279;29382;27326;27326;30364;30364
30B;38;64801;65000;28411;29508;27458;27458;30490;30490
30B;38;65001;65200;28543;29634;27590;27590;30616;30616
30B;38;65201;65400;28675;29760;27722;27722;30742;30742
30B;38;65401;65600;28807;29886;27854;27854;30868;30868
30B;38;65601;65800;28939;30012;27986;27986;30994;30994
30B;38;65801;66000;29071;30138;28118;28118;31120;31120
30B;38;66001;66200;29203;30264;28250;28250;31246;31246
30B;38;66201;66400;29335;30390;28382;28382;31372;31372
30B;38;66401;66600;29467;30516;28514;28514;31498;31498
30B;38;66601;66800;29599;30642;28646;28646;31624;31624
30B;38;66801;67000;29731;30768;28778;28778;31750;31750
30B;38;67001;67200;29863;30894;28910;28910;31876;31876
30B;38;67201;67400;29995;31020;29042;29042;32002;32002
30B;38;67401;67600;30127;31146;29174;29174;32128;32128
30B;38;67601;67800;30259;31272;29306;29306;32254;32254
30B;38;67801;68000;30391;31398;29438;29438;32380;32380
30B;38;68001;68200;30523;31524;29570;29570;32506;32506
30B;38;68201;68400;30655;31650;29702;29702;32632;32632
30B;38;68401;68600;30787;31776;29834;29834;32758;32758
30B;38;68601;68800;30919;31902;29966;29966;32884;32884
30B;38;68801;69000;31051;32028;30098;30098;33010;33010
30B;38;69001;69200;31183;32154;30230;30230;33136;33136
30B;38;69201;69400;31315;32280;30362;30362;33262;33262
30B;38;69401;69600;31447;32406;30494;30494;33388;33388
30B;38;69601;69800;31579;32532;30626;30626;33514;33514
30B;38;69801;70000;31711;32658;30758;30758;33640;33640
