 Antal dgr;Tabellnr;Inkomst fr.o.m.;Inkomst t.o.m.;Kolumn 1;Kolumn 2;Kolumn 3;Kolumn 4;Kolumn 5;Kolumn 6
30B;33;10401;10500;1608;1622;792;59;2524;2524
30B;33;10501;10600;1631;1655;801;60;2557;2557
30B;33;10601;10700;1653;1688;811;61;2590;2590
30B;33;10701;10800;1676;1721;820;62;2623;2623
30B;33;10801;10900;1701;1754;830;63;2656;2656
30B;33;10901;11000;1731;1787;831;65;2689;2689
30B;33;11001;11100;1760;1820;841;66;2722;2722
30B;33;11101;11200;1790;1853;850;67;2755;2755
30B;33;11201;11300;1819;1886;860;71;2788;2788
30B;33;11301;11400;1849;1919;869;99;2821;2821
30B;33;11401;11500;1878;1952;879;127;2857;2857
30B;33;11501;11600;1908;1985;880;155;2893;2893
30B;33;11601;11700;1937;2018;890;183;2928;2928
30B;33;11701;11800;1967;2051;899;211;2964;2964
30B;33;11801;11900;1996;2084;909;239;3000;3000
30B;33;11901;12000;2026;2117;918;267;3038;3038
30B;33;12001;12100;2056;2150;928;295;3074;3074
30B;33;12101;12200;2085;2183;929;323;3110;3110
30B;33;12201;12300;2115;2216;938;351;3146;3146
30B;33;12301;12400;2144;2249;948;379;3181;3181
30B;33;12401;12500;2174;2282;958;407;3220;3220
30B;33;12501;12600;2204;2315;967;435;3256;3256
30B;33;12601;12700;2233;2348;977;463;3291;3291
30B;33;12701;12800;2263;2381;986;491;3327;3327
30B;33;12801;12900;2292;2414;987;519;3363;3363
30B;33;12901;13000;2322;2447;997;547;3401;3401
30B;33;13001;13100;2352;2480;1006;575;3437;3437
30B;33;13101;13200;2381;2513;1016;603;3473;3473
30B;33;13201;13300;2411;2546;1025;631;3509;3509
30B;33;13301;13400;2440;2579;1035;659;3544;3544
30B;33;13401;13500;2470;2612;1036;687;3583;3583
30B;33;13501;13600;2500;2645;1046;715;3619;3619
30B;33;13601;13700;2529;2678;1055;743;3654;3654
30B;33;13701;13800;2559;2711;1065;771;3690;3690
30B;33;13801;13900;2588;2744;1074;799;3726;3726
30B;33;13901;14000;2618;2780;1084;830;3764;3764
30B;33;14001;14100;2647;2816;1085;861;3800;3800
30B;33;14101;14200;2677;2854;1095;894;3836;3836
30B;33;14201;14300;2707;2890;1105;925;3872;3872
30B;33;14301;14400;2736;2926;1114;956;3907;3907
30B;33;14401;14500;2766;2961;1124;986;3946;3946
30B;33;14501;14600;2795;2997;1134;1017;3982;3982
30B;33;14601;14700;2825;3036;1135;1051;4017;4017
30B;33;14701;14800;2855;3071;1145;1081;4053;4053
30B;33;14801;14900;2884;3107;1154;1112;4089;4089
30B;33;14901;15000;2914;3143;1164;1143;4127;4127
30B;33;15001;15100;2943;3179;1174;1174;4163;4163
30B;33;15101;15200;2973;3217;1207;1207;4199;4199
30B;33;15201;15300;3002;3253;1238;1238;4235;4235
30B;33;15301;15400;3032;3289;1269;1269;4270;4270
30B;33;15401;15500;3062;3324;1299;1299;4309;4309
30B;33;15501;15600;3091;3360;1330;1330;4345;4345
30B;33;15601;15700;3121;3399;1364;1364;4380;4380
30B;33;15701;15800;3150;3434;1394;1394;4416;4416
30B;33;15801;15900;3180;3470;1425;1425;4452;4452
30B;33;15901;16000;3210;3506;1456;1456;4490;4490
30B;33;16001;16100;3239;3542;1487;1487;4526;4526
30B;33;16101;16200;3269;3580;1520;1520;4562;4562
30B;33;16201;16300;3298;3616;1551;1551;4598;4598
30B;33;16301;16400;3328;3652;1582;1582;4633;4633
30B;33;16401;16500;3358;3687;1612;1612;4672;4672
30B;33;16501;16600;3387;3723;1643;1643;4708;4708
30B;33;16601;16700;3417;3762;1677;1677;4743;4743
30B;33;16701;16800;3446;3797;1707;1707;4779;4779
30B;33;16801;16900;3476;3833;1738;1738;4815;4815
30B;33;16901;17000;3506;3869;1769;1769;4853;4853
30B;33;17001;17100;3535;3905;1800;1800;4889;4889
30B;33;17101;17200;3565;3943;1833;1833;4925;4925
30B;33;17201;17300;3594;3979;1864;1864;4961;4961
30B;33;17301;17400;3624;4015;1895;1895;4996;4996
30B;33;17401;17500;3654;4050;1925;1925;5035;5035
30B;33;17501;17600;3683;4086;1956;1956;5071;5071
30B;33;17601;17700;3713;4125;1990;1990;5106;5106
30B;33;17701;17800;3742;4160;2020;2020;5142;5142
30B;33;17801;17900;3772;4196;2051;2051;5178;5178
30B;33;17901;18000;3801;4232;2082;2082;5216;5216
30B;33;18001;18100;3831;4268;2113;2113;5252;5252
30B;33;18101;18200;3861;4306;2146;2146;5288;5288
30B;33;18201;18300;3890;4342;2177;2177;5324;5324
30B;33;18301;18400;3920;4378;2208;2208;5359;5359
30B;33;18401;18500;3949;4413;2238;2238;5398;5398
30B;33;18501;18600;3979;4449;2269;2269;5434;5434
30B;33;18601;18700;4009;4488;2303;2303;5469;5469
30B;33;18701;18800;4038;4523;2333;2333;5505;5505
30B;33;18801;18900;4068;4559;2364;2364;5541;5541
30B;33;18901;19000;4097;4595;2395;2395;5579;5579
30B;33;19001;19100;4127;4631;2426;2426;5615;5615
30B;33;19101;19200;4157;4669;2459;2459;5651;5651
30B;33;19201;19300;4186;4705;2490;2490;5687;5687
30B;33;19301;19400;4216;4741;2521;2521;5722;5722
30B;33;19401;19500;4245;4776;2551;2551;5761;5761
30B;33;19501;19600;4275;4812;2582;2582;5797;5797
30B;33;19601;19700;4304;4851;2616;2616;5832;5832
30B;33;19701;19800;4334;4886;2646;2646;5868;5868
30B;33;19801;19900;4364;4922;2677;2677;5904;5904
30B;33;19901;20000;4393;4958;2708;2708;5942;5942
30B;33;20001;20200;4452;5029;2769;2769;6014;6014
30B;33;20201;20400;4512;5101;2831;2831;6085;6085
30B;33;20401;20600;4571;5175;2895;2895;6160;6160
30B;33;20601;20800;4630;5247;2957;2957;6231;6231
30B;33;20801;21000;4689;5318;3018;3018;6305;6305
30B;33;21001;21200;4748;5390;3080;3080;6377;6377
30B;33;21201;21400;4807;5461;3141;3141;6448;6448
30B;33;21401;21600;4867;5533;3203;3203;6523;6523
30B;33;21601;21800;4926;5604;3264;3264;6594;6594
30B;33;21801;22000;4985;5678;3328;3328;6668;6668
30B;33;22001;22200;5044;5750;3390;3390;6740;6740
30B;33;22201;22400;5103;5821;3451;3451;6811;6811
30B;33;22401;22600;5163;5893;3513;3513;6886;6886
30B;33;22601;22800;5222;5964;3574;3574;6957;6957
30B;33;22801;23000;5281;6036;3636;3636;7031;7031
30B;33;23001;23200;5340;6110;3700;3700;7103;7103
30B;33;23201;23400;5399;6182;3762;3762;7174;7174
30B;33;23401;23600;5459;6253;3823;3823;7249;7249
30B;33;23601;23800;5518;6325;3885;3885;7320;7320
30B;33;23801;24000;5577;6396;3946;3946;7394;7394
30B;33;24001;24200;5636;6468;4008;4008;7466;7466
30B;33;24201;24400;5695;6542;4072;4072;7537;7537
30B;33;24401;24600;5754;6613;4133;4133;7612;7612
30B;33;24601;24800;5814;6685;4195;4195;7683;7683
30B;33;24801;25000;5873;6756;4256;4256;7757;7757
30B;33;25001;25200;5932;6828;4328;4328;7829;7829
30B;33;25201;25400;5991;6899;4399;4399;7900;7900
30B;33;25401;25600;6050;6974;4474;4474;7975;7975
30B;33;25601;25800;6109;7045;4545;4545;8046;8046
30B;33;25801;26000;6169;7117;4617;4617;8120;8120
30B;33;26001;26200;6228;7188;4688;4688;8192;8192
30B;33;26201;26400;6287;7260;4760;4760;8263;8263
30B;33;26401;26600;6346;7331;4831;4831;8338;8338
30B;33;26601;26800;6405;7403;4903;4903;8409;8409
30B;33;26801;27000;6465;7477;4977;4977;8483;8483
30B;33;27001;27200;6524;7548;5048;5048;8555;8555
30B;33;27201;27400;6583;7620;5120;5120;8626;8626
30B;33;27401;27600;6642;7691;5191;5191;8701;8701
30B;33;27601;27800;6701;7763;5263;5263;8772;8772
30B;33;27801;28000;6761;7834;5334;5334;8846;8846
30B;33;28001;28200;6820;7909;5409;5409;8918;8918
30B;33;28201;28400;6879;7980;5480;5480;8989;8989
30B;33;28401;28600;6938;8052;5552;5552;9064;9064
30B;33;28601;28800;6997;8123;5623;5623;9135;9135
30B;33;28801;29000;7056;8195;5695;5695;9209;9209
30B;33;29001;29200;7115;8266;5766;5766;9278;9278
30B;33;29201;29400;7174;8340;5840;5840;9344;9344
30B;33;29401;29600;7233;8412;5912;5912;9410;9410
30B;33;29601;29800;7292;8483;5983;5983;9476;9476
30B;33;29801;30000;7357;8555;6055;6055;9542;9542
30B;33;30001;30200;7423;8626;6126;6126;9608;9608
30B;33;30201;30400;7489;8698;6198;6198;9674;9674
30B;33;30401;30600;7555;8772;6272;6272;9740;9740
30B;33;30601;30800;7621;8844;6344;6344;9806;9806
30B;33;30801;31000;7687;8915;6415;6415;9872;9872
30B;33;31001;31200;7753;8987;6487;6487;9938;9938
30B;33;31201;31400;7819;9058;6558;6558;10004;10004
30B;33;31401;31600;7885;9130;6630;6630;10070;10070
30B;33;31601;31800;7951;9201;6701;6701;10136;10136
30B;33;31801;32000;8017;9275;6775;6775;10202;10202
30B;33;32001;32200;8083;9347;6847;6847;10268;10268
30B;33;32201;32400;8149;9418;6918;6918;10334;10334
30B;33;32401;32600;8215;9490;6990;6990;10400;10400
30B;33;32601;32800;8281;9561;7061;7061;10466;10466
30B;33;32801;33000;8347;9633;7133;7133;10532;10532
30B;33;33001;33200;8413;9707;7207;7207;10598;10598
30B;33;33201;33400;8479;9779;7279;7279;10664;10664
30B;33;33401;33600;8545;9850;7350;7350;10730;10730
30B;33;33601;33800;8611;9922;7422;7422;10796;10796
30B;33;33801;34000;8677;9993;7493;7493;10862;10862
30B;33;34001;34200;8743;10065;7565;7565;10928;10928
30B;33;34201;34400;8809;10139;7639;7639;10994;10994
30B;33;34401;34600;8875;10210;7710;7710;11060;11060
30B;33;34601;34800;8941;10282;7782;7782;11126;11126
30B;33;34801;35000;9007;10353;7853;7853;11192;11192
30B;33;35001;35200;9073;10425;7925;7925;11258;11258
30B;33;35201;35400;9139;10496;7996;7996;11324;11324
30B;33;35401;35600;9205;10571;8071;8071;11390;11390
30B;33;35601;35800;9271;10642;8142;8142;11456;11456
30B;33;35801;36000;9337;10714;8214;8214;11522;11522
30B;33;36001;36200;9403;10785;8285;8285;11588;11588
30B;33;36201;36400;9469;10857;8357;8357;11654;11654
30B;33;36401;36600;9535;10928;8428;8428;11720;11720
30B;33;36601;36800;9601;11000;8500;8500;11786;11786
30B;33;36801;37000;9680;11074;8574;8574;11865;11865
30B;33;37001;37200;9786;11145;8645;8645;11971;11971
30B;33;37201;37400;9892;11217;8717;8717;12077;12077
30B;33;37401;37600;9998;11288;8788;8788;12183;12183
30B;33;37601;37800;10104;11360;8860;8860;12289;12289
30B;33;37801;38000;10210;11431;8931;8931;12395;12395
30B;33;38001;38200;10316;11506;9006;9006;12501;12501
30B;33;38201;38400;10422;11577;9077;9077;12607;12607
30B;33;38401;38600;10528;11649;9149;9149;12713;12713
30B;33;38601;38800;10634;11720;9220;9220;12819;12819
30B;33;38801;39000;10740;11792;9292;9292;12925;12925
30B;33;39001;39200;10846;11883;9383;9383;13031;13031
30B;33;39201;39400;10952;12002;9502;9502;13137;13137
30B;33;39401;39600;11058;12117;9617;9617;13243;13243
30B;33;39601;39800;11164;12232;9732;9732;13349;13349
30B;33;39801;40000;11270;12347;9847;9847;13455;13455
30B;33;40001;40200;11376;12462;9962;9962;13561;13561
30B;33;40201;40400;11482;12576;10076;10076;13667;13667
30B;33;40401;40600;11588;12696;10196;10196;13773;13773
30B;33;40601;40800;11694;12811;10311;10311;13879;13879
30B;33;40801;41000;11800;12925;10425;10425;13985;13985
30B;33;41001;41200;11906;13040;10540;10540;14091;14091
30B;33;41201;41400;12012;13155;10655;10655;14197;14197
30B;33;41401;41600;12118;13270;10770;10770;14303;14303
30B;33;41601;41800;12224;13385;10885;10885;14409;14409
30B;33;41801;42000;12330;13504;11004;11004;14515;14515
30B;33;42001;42200;12436;13619;11119;11119;14621;14621
30B;33;42201;42400;12542;13734;11234;11234;14727;14727
30B;33;42401;42600;12648;13848;11348;11348;14833;14833
30B;33;42601;42800;12754;13963;11463;11463;14939;14939
30B;33;42801;43000;12860;14078;11578;11578;15045;15045
30B;33;43001;43200;12966;14197;11697;11697;15151;15151
30B;33;43201;43400;13072;14312;11812;11812;15257;15257
30B;33;43401;43600;13178;14427;11927;11927;15363;15363
30B;33;43601;43800;13284;14542;12042;12042;15469;15469
30B;33;43801;44000;13390;14657;12157;12157;15575;15575
30B;33;44001;44200;13496;14772;12272;12272;15681;15681
30B;33;44201;44400;13602;14891;12391;12391;15787;15787
30B;33;44401;44600;13708;15006;12506;12506;15893;15893
30B;33;44601;44800;13814;15120;12620;12620;15999;15999
30B;33;44801;45000;13920;15235;12735;12735;16105;16105
30B;33;45001;45200;14026;15350;12850;12850;16211;16211
30B;33;45201;45400;14132;15465;12965;12965;16317;16317
30B;33;45401;45600;14238;15584;13084;13084;16423;16423
30B;33;45601;45800;14344;15699;13199;13199;16529;16529
30B;33;45801;46000;14450;15809;13309;13309;16635;16635
30B;33;46001;46200;14556;15915;13415;13415;16741;16741
30B;33;46201;46400;14662;16021;13521;13521;16847;16847
30B;33;46401;46600;14768;16127;13627;13627;16953;16953
30B;33;46601;46800;14874;16233;13733;13733;17059;17059
30B;33;46801;47000;14980;16339;13839;13839;17165;17165
30B;33;47001;47200;15086;16445;13945;13945;17271;17271
30B;33;47201;47400;15192;16551;14051;14051;17377;17377
30B;33;47401;47600;15298;16657;14157;14157;17483;17483
30B;33;47601;47800;15404;16763;14263;14263;17589;17589
30B;33;47801;48000;15510;16869;14369;14369;17695;17695
30B;33;48001;48200;15616;16975;14475;14475;17801;17801
30B;33;48201;48400;15722;17081;14581;14581;17907;17907
30B;33;48401;48600;15828;17187;14687;14687;18013;18013
30B;33;48601;48800;15934;17293;14793;14793;18119;18119
30B;33;48801;49000;16040;17399;14899;14899;18225;18225
30B;33;49001;49200;16146;17505;15005;15005;18331;18331
30B;33;49201;49400;16252;17611;15111;15111;18437;18437
30B;33;49401;49600;16358;17717;15217;15217;18543;18543
30B;33;49601;49800;16464;17823;15323;15323;18649;18649
30B;33;49801;50000;16570;17929;15429;15429;18755;18755
30B;33;50001;50200;16682;18035;15541;15541;18861;18861
30B;33;50201;50400;16794;18141;15653;15653;18967;18967
30B;33;50401;50600;16906;18247;15765;15765;19073;19073
30B;33;50601;50800;17018;18353;15877;15877;19179;19179
30B;33;50801;51000;17130;18459;15989;15989;19285;19285
30B;33;51001;51200;17242;18565;16101;16101;19391;19391
30B;33;51201;51400;17354;18671;16213;16213;19497;19497
30B;33;51401;51600;17466;18777;16325;16325;19603;19603
30B;33;51601;51800;17578;18883;16437;16437;19709;19709
30B;33;51801;52000;17690;18989;16549;16549;19815;19815
30B;33;52001;52200;17802;19095;16661;16661;19921;19921
30B;33;52201;52400;17914;19201;16773;16773;20027;20027
30B;33;52401;52600;18026;19307;16885;16885;20133;20133
30B;33;52601;52800;18138;19413;16997;16997;20239;20239
30B;33;52801;53000;18250;19519;17109;17109;20345;20345
30B;33;53001;53200;18362;19625;17221;17221;20451;20451
30B;33;53201;53400;18483;19731;17333;17333;20566;20566
30B;33;53401;53600;18605;19837;17445;17445;20682;20682
30B;33;53601;53800;18727;19943;17557;17557;20798;20798
30B;33;53801;54000;18849;20049;17669;17669;20914;20914
30B;33;54001;54200;18971;20155;17781;17781;21030;21030
30B;33;54201;54400;19093;20261;17893;17893;21146;21146
30B;33;54401;54600;19215;20367;18005;18005;21262;21262
30B;33;54601;54800;19337;20474;18118;18118;21378;21378
30B;33;54801;55000;19459;20590;18240;18240;21494;21494
30B;33;55001;55200;19581;20706;18362;18362;21610;21610
30B;33;55201;55400;19703;20822;18484;18484;21726;21726
30B;33;55401;55600;19825;20938;18606;18606;21842;21842
30B;33;55601;55800;19947;21054;18728;18728;21958;21958
30B;33;55801;56000;20069;21170;18850;18850;22074;22074
30B;33;56001;56200;20191;21286;18972;18972;22190;22190
30B;33;56201;56400;20313;21402;19094;19094;22306;22306
30B;33;56401;56600;20435;21518;19216;19216;22422;22422
30B;33;56601;56800;20557;21634;19338;19338;22538;22538
30B;33;56801;57000;20679;21750;19460;19460;22654;22654
30B;33;57001;57200;20801;21866;19582;19582;22770;22770
30B;33;57201;57400;20923;21982;19704;19704;22886;22886
30B;33;57401;57600;21045;22098;19826;19826;23002;23002
30B;33;57601;57800;21167;22214;19948;19948;23118;23118
30B;33;57801;58000;21289;22330;20070;20070;23234;23234
30B;33;58001;58200;21411;22446;20192;20192;23350;23350
30B;33;58201;58400;21533;22562;20314;20314;23466;23466
30B;33;58401;58600;21655;22678;20436;20436;23582;23582
30B;33;58601;58800;21777;22794;20558;20558;23698;23698
30B;33;58801;59000;21899;22910;20680;20680;23814;23814
30B;33;59001;59200;22021;23026;20802;20802;23930;23930
30B;33;59201;59400;22143;23142;20924;20924;24046;24046
30B;33;59401;59600;22265;23258;21046;21046;24162;24162
30B;33;59601;59800;22387;23374;21168;21168;24278;24278
30B;33;59801;60000;22509;23490;21290;21290;24394;24394
30B;33;60001;60200;22631;23606;21412;21412;24510;24510
30B;33;60201;60400;22753;23722;21534;21534;24626;24626
30B;33;60401;60600;22875;23838;21656;21656;24742;24742
30B;33;60601;60800;22997;23954;21778;21778;24858;24858
30B;33;60801;61000;23119;24070;21900;21900;24974;24974
30B;33;61001;61200;23241;24186;22022;22022;25090;25090
30B;33;61201;61400;23363;24302;22144;22144;25206;25206
30B;33;61401;61600;23485;24418;22266;22266;25322;25322
30B;33;61601;61800;23607;24534;22388;22388;25438;25438
30B;33;61801;62000;23729;24650;22510;22510;25554;25554
30B;33;62001;62200;23851;24766;22632;22632;25670;25670
30B;33;62201;62400;23973;24882;22754;22754;25786;25786
30B;33;62401;62600;24095;24998;22876;22876;25902;25902
30B;33;62601;62800;24217;25114;22998;22998;26018;26018
30B;33;62801;63000;24339;25230;23120;23120;26134;26134
30B;33;63001;63200;24461;25346;23242;23242;26250;26250
30B;33;63201;63400;24583;25462;23364;23364;26366;26366
30B;33;63401;63600;24705;25578;23486;23486;26482;26482
30B;33;63601;63800;24827;25694;23608;23608;26598;26598
30B;33;63801;64000;24949;25810;23730;23730;26714;26714
30B;33;64001;64200;25071;25926;23852;23852;26830;26830
30B;33;64201;64400;25193;26042;23974;23974;26946;26946
30B;33;64401;64600;25315;26158;24096;24096;27062;27062
30B;33;64601;64800;25437;26274;24218;24218;27178;27178
30B;33;64801;65000;25559;26390;24340;24340;27294;27294
30B;33;65001;65200;25681;26506;24462;24462;27410;27410
30B;33;65201;65400;25803;26622;24584;24584;27526;27526
30B;33;65401;65600;25925;26738;24706;24706;27642;27642
30B;33;65601;65800;26047;26854;24828;24828;27758;27758
30B;33;65801;66000;26169;26970;24950;24950;27874;27874
30B;33;66001;66200;26291;27086;25072;25072;27990;27990
30B;33;66201;66400;26413;27202;25194;25194;28106;28106
30B;33;66401;66600;26535;27318;25316;25316;28222;28222
30B;33;66601;66800;26657;27434;25438;25438;28338;28338
30B;33;66801;67000;26779;27550;25560;25560;28454;28454
30B;33;67001;67200;26901;27666;25682;25682;28570;28570
30B;33;67201;67400;27023;27782;25804;25804;28686;28686
30B;33;67401;67600;27145;27898;25926;25926;28802;28802
30B;33;67601;67800;27267;28014;26048;26048;28918;28918
30B;33;67801;68000;27389;28130;26170;26170;29034;29034
30B;33;68001;68200;27511;28246;26292;26292;29150;29150
30B;33;68201;68400;27633;28362;26414;26414;29266;29266
30B;33;68401;68600;27755;28478;26536;26536;29382;29382
30B;33;68601;68800;27877;28594;26658;26658;29498;29498
30B;33;68801;69000;27999;28710;26780;26780;29614;29614
30B;33;69001;69200;28121;28826;26902;26902;29730;29730
30B;33;69201;69400;28243;28942;27024;27024;29846;29846
30B;33;69401;69600;28365;29058;27146;27146;29962;29962
30B;33;69601;69800;28487;29174;27268;27268;30078;30078
30B;33;69801;70000;28609;29290;27390;27390;30194;30194
30B;33;70001;70200;28731;29406;27512;27512;30310;30310
30B;33;70201;70400;28853;29522;27634;27634;30426;30426
30B;33;70401;70600;28975;29638;27756;27756;30542;30542
30B;33;70601;70800;29097;29754;27878;27878;30658;30658
30B;33;70801;71000;29219;29870;28000;28000;30774;30774
30B;33;71001;71200;29341;29986;28122;28122;30890;30890
30B;33;71201;71400;29463;30102;28244;28244;31006;31006
30B;33;71401;71600;29585;30218;28366;28366;31122;31122
30B;33;71601;71800;29707;30334;28488;28488;31238;31238
30B;33;71801;72000;29829;30450;28610;28610;31354;31354
30B;33;72001;72200;29951;30566;28732;28732;31470;31470
30B;33;72201;72400;30073;30682;28854;28854;31586;31586
30B;33;72401;72600;30195;30798;28976;28976;31702;31702
30B;33;72601;72800;30317;30914;29098;29098;31818;31818
30B;33;72801;73000;30439;31030;29220;29220;31934;31934
30B;33;73001;73200;30561;31146;29342;29342;32050;32050
30B;33;73201;73400;30683;31262;29464;29464;32166;32166
30B;33;73401;73600;30805;31378;29586;29586;32282;32282
30B;33;73601;73800;30927;31494;29708;29708;32398;32398
30B;33;73801;74000;31049;31610;29830;29830;32514;32514
30B;33;74001;74200;31171;31726;29952;29952;32630;32630
30B;33;74201;74400;31293;31842;30074;30074;32746;32746
30B;33;74401;74600;31415;31958;30196;30196;32862;32862
30B;33;74601;74800;31537;32074;30318;30318;32978;32978
30B;33;74801;75000;31659;32190;30440;30440;33094;33094
30B;33;75001;75200;31781;32306;30562;30562;33210;33210
30B;33;75201;75400;31903;32422;30684;30684;33326;33326
30B;33;75401;75600;32025;32538;30806;30806;33442;33442
30B;33;75601;75800;32147;32654;30928;30928;33558;33558
30B;33;75801;76000;32269;32770;31050;31050;33674;33674
30B;33;76001;76200;32391;32886;31172;31172;33790;33790
30B;33;76201;76400;32513;33002;31294;31294;33906;33906
30B;33;76401;76600;32635;33118;31416;31416;34022;34022
30B;33;76601;76800;32757;33234;31538;31538;34138;34138
30B;33;76801;77000;32879;33350;31660;31660;34254;34254
30B;33;77001;77200;33001;33466;31782;31782;34370;34370
30B;33;77201;77400;33123;33582;31904;31904;34486;34486
30B;33;77401;77600;33245;33698;32026;32026;34602;34602
30B;33;77601;77800;33367;33814;32148;32148;34718;34718
30B;33;77801;78000;33489;33930;32270;32270;34834;34834
30B;33;78001;78200;33611;34046;32392;32392;34950;34950
30B;33;78201;78400;33733;34162;32514;32514;35066;35066
30B;33;78401;78600;33855;34278;32636;32636;35182;35182
30B;33;78601;78800;33977;34394;32758;32758;35298;35298
30B;33;78801;79000;34099;34510;32880;32880;35414;35414
