Församlings-kod;Kommun;Församling;Summa, inkl. kyrkoavgift;Summa, exkl. kyrkoavgift;Kommunal-skatt;Landstings-skatt;Begravnings-avgift;Kyrkoavgift
13 82  01;FALKENBERG;FALKENBERG;33.34;32.18;21.10;10.82;0.26;1.16
13 82  02;FALKENBERG;SKREA;33.34;32.18;21.10;10.82;0.26;1.16
13 82  06;FALKENBERG;SUSEDALEN;33.82;32.28;21.10;10.82;0.36;1.54
13 82  08;FALKENBERG;STAFSINGE;33.57;32.18;21.10;10.82;0.26;1.39
13 82  09;FALKENBERG;MORUP;33.55;32.22;21.10;10.82;0.30;1.33
13 82  11;FALKENBERG;VINBERG-LJUNGBY;33.42;32.21;21.10;10.82;0.29;1.21
13 82  13;FALKENBERG;VESSIGE;33.81;32.39;21.10;10.82;0.47;1.42
13 82  17;FALKENBERG;OKOME;33.81;32.39;21.10;10.82;0.47;1.42
13 82  18;FALKENBERG;GÄLLARED;33.70;32.38;21.10;10.82;0.46;1.32
13 82  19;FALKENBERG;KROGSERED;33.70;32.38;21.10;10.82;0.46;1.32
13 82  20;FALKENBERG;GUNNARP;33.70;32.38;21.10;10.82;0.46;1.32
13 82  21;FALKENBERG;FAGERED;33.65;32.17;21.10;10.82;0.25;1.48
13 82  22;FALKENBERG;KÄLLSJÖ;33.65;32.17;21.10;10.82;0.25;1.48
13 82  23;FALKENBERG;ULLARED;33.65;32.17;21.10;10.82;0.25;1.48
13 82  24;FALKENBERG;ÄLVSERED;33.65;32.17;21.10;10.82;0.25;1.48
13 83  01;VARBERG;VARBERG;32.35;31.47;20.33;10.82;0.32;0.88
13 83  02;VARBERG;TRÄSLÖV;32.38;31.37;20.33;10.82;0.22;1.01
13 83  05;VARBERG;HIMLEDALEN;32.83;31.58;20.33;10.82;0.43;1.25
13 83  10;VARBERG;SIBBARP-DAGSÅS;32.85;31.50;20.33;10.82;0.35;1.35
13 83  11;VARBERG;TVÅÅKER;32.85;31.50;20.33;10.82;0.35;1.35
13 83  12;VARBERG;SPANNARP;32.85;31.50;20.33;10.82;0.35;1.35
13 83  13;VARBERG;LINDBERGA;32.78;31.50;20.33;10.82;0.35;1.28
13 83  19;VARBERG;VEDDIGE-KUNGSÄTER;32.86;31.55;20.33;10.82;0.40;1.31
13 83  20;VARBERG;VÄRÖ-STRÅVALLA;32.68;31.50;20.33;10.82;0.35;1.18
13 84  01;KUNGSBACKA;KUNGSBACKA-HANHALS;33.40;32.37;21.33;10.82;0.22;1.03
13 84  02;KUNGSBACKA;TÖLÖ;33.51;32.38;21.33;10.82;0.23;1.13
13 84  03;KUNGSBACKA;ÄLVSÅKER;33.51;32.38;21.33;10.82;0.23;1.13
13 84  04;KUNGSBACKA;VALLDA;33.33;32.30;21.33;10.82;0.15;1.03
13 84  05;KUNGSBACKA;SLÄP;33.33;32.30;21.33;10.82;0.15;1.03
13 84  06;KUNGSBACKA;FRILLESÅS;33.78;32.35;21.33;10.82;0.20;1.43
13 84  07;KUNGSBACKA;LANDA;33.78;32.35;21.33;10.82;0.20;1.43
13 84  08;KUNGSBACKA;ÖLMEVALLA;33.78;32.35;21.33;10.82;0.20;1.43
13 84  09;KUNGSBACKA;GÄLLINGE;33.78;32.35;21.33;10.82;0.20;1.43
13 84  10;KUNGSBACKA;IDALA;33.78;32.35;21.33;10.82;0.20;1.43
13 84  12;KUNGSBACKA;FJÄRÅS-FÖRLANDA;33.56;32.38;21.33;10.82;0.23;1.18
13 84  14;KUNGSBACKA;ONSALA;33.23;32.25;21.33;10.82;0.10;0.98
13 84  15;KUNGSBACKA;KULLAVIK;33.33;32.30;21.33;10.82;0.15;1.03
14 01  01;HÄRRYDA;HÄRRYDA;33.26;32.28;20.62;11.48;0.18;0.98
14 01  02;HÄRRYDA;LANDVETTER;33.26;32.28;20.62;11.48;0.18;0.98
14 01  03;HÄRRYDA;RÅDA;33.23;32.30;20.62;11.48;0.20;0.93
14 01  04;HÄRRYDA;BJÖRKETORP;33.41;32.29;20.62;11.48;0.19;1.12
14 02  01;PARTILLE;PARTILLE;32.64;31.62;19.96;11.48;0.18;1.02
14 02  03;PARTILLE;SÄVEDALEN;32.64;31.62;19.96;11.48;0.18;1.02
14 02  04;PARTILLE;FURULUND;32.64;31.62;19.96;11.48;0.18;1.02
14 07  01;ÖCKERÖ;ÖCKERÖ;33.52;32.42;20.76;11.48;0.18;1.10
14 15  02;STENUNGSUND;NORUM;34.48;33.28;21.64;11.48;0.16;1.20
14 15  03;STENUNGSUND;ÖDSMÅL;34.48;33.28;21.64;11.48;0.16;1.20
14 15  04;STENUNGSUND;SPEKERÖD-UCKLUM;34.61;33.40;21.64;11.48;0.28;1.21
14 15  05;STENUNGSUND;JÖRLANDA;34.43;33.28;21.64;11.48;0.16;1.15
14 19  01;TJÖRN;VALLA;34.19;32.93;21.21;11.48;0.24;1.26
14 19  02;TJÖRN;STENKYRKA;34.19;32.93;21.21;11.48;0.24;1.26
14 19  03;TJÖRN;RÖNNÄNG;34.19;32.93;21.21;11.48;0.24;1.26
14 19  05;TJÖRN;KLÖVEDAL;34.19;32.93;21.21;11.48;0.24;1.26
14 21  01;ORUST;TEGNEBY;35.78;34.49;22.71;11.48;0.30;1.29
14 21  02;ORUST;RÖRA;35.78;34.49;22.71;11.48;0.30;1.29
14 21  03;ORUST;STALA;35.78;34.49;22.71;11.48;0.30;1.29
14 21  04;ORUST;LÅNGELANDA;35.78;34.49;22.71;11.48;0.30;1.29
14 21  05;ORUST;MYCKLEBY;35.78;34.49;22.71;11.48;0.30;1.29
14 21  06;ORUST;TORP;35.78;34.49;22.71;11.48;0.30;1.29
14 21  10;ORUST;MORLANDA;35.78;34.49;22.71;11.48;0.30;1.29
14 27  01;SOTENÄS;SÖDRA SOTENÄS;35.04;33.81;21.99;11.48;0.34;1.23
14 27  05;SOTENÄS;HUNNEBOSTRAND;35.25;33.83;21.99;11.48;0.36;1.42
14 27  06;SOTENÄS;TOSSENE;35.25;33.83;21.99;11.48;0.36;1.42
14 30  01;MUNKEDAL;FOSS;36.74;35.56;23.63;11.48;0.45;1.18
14 30  05;MUNKEDAL;SVARTEBORG-BÄRFENDAL;36.74;35.56;23.63;11.48;0.45;1.18
14 30  08;MUNKEDAL;SÖRBYGDEN;36.74;35.56;23.63;11.48;0.45;1.18
14 35  02;TANUM;TANUM;34.63;33.38;21.56;11.48;0.34;1.25
14 35  03;TANUM;LUR;34.63;33.38;21.56;11.48;0.34;1.25
14 35  04;TANUM;NAVERSTAD-MO;34.63;33.38;21.56;11.48;0.34;1.25
14 35  06;TANUM;KVILLE;35.10;33.44;21.56;11.48;0.40;1.66
14 35  07;TANUM;FJÄLLBACKA;35.10;33.44;21.56;11.48;0.40;1.66
14 35  08;TANUM;BOTTNA;35.10;33.44;21.56;11.48;0.40;1.66
14 35  09;TANUM;SVENNEBY;35.10;33.44;21.56;11.48;0.40;1.66
14 38  03;DALS-ED;DALS-ED;36.59;35.19;23.21;11.48;0.50;1.40
14 39  01;FÄRGELANDA;FÄRGELANDA;35.19;34.11;22.26;11.48;0.37;1.08
14 39  04;FÄRGELANDA;JÄRBO-RÅGGÄRD;35.60;34.30;22.26;11.48;0.56;1.30
14 39  07;FÄRGELANDA;RÄNNELANDA-LERDAL;35.60;34.30;22.26;11.48;0.56;1.30
14 39  08;FÄRGELANDA;HÖGSÄTER;35.60;34.30;22.26;11.48;0.56;1.30
14 40  01;ALE;NÖDINGE;34.36;33.53;21.87;11.48;0.18;0.83
14 40  03;ALE;SKEPPLANDA-HÅLANDA;34.75;33.65;21.87;11.48;0.30;1.10
14 40  05;ALE;STARRKÄRR-KILANDA;34.68;33.56;21.87;11.48;0.21;1.12
14 41  01;LERUM;LERUM;33.33;32.33;20.65;11.48;0.20;1.00
14 41  02;LERUM;SKALLSJÖ;33.27;32.30;20.65;11.48;0.17;0.97
14 41  03;LERUM;STORA LUNDBY;33.41;32.31;20.65;11.48;0.18;1.10
14 41  04;LERUM;ÖSTAD;33.41;32.31;20.65;11.48;0.18;1.10
14 42  01;VÅRGÅRDA;LENA;34.19;32.98;21.21;11.48;0.29;1.21
14 42  06;VÅRGÅRDA;HOL;34.19;32.98;21.21;11.48;0.29;1.21
14 42  08;VÅRGÅRDA;NÅRUNGA;34.19;32.98;21.21;11.48;0.29;1.21
14 42  10;VÅRGÅRDA;ASKLANDA;34.19;32.98;21.21;11.48;0.29;1.21
14 42  14;VÅRGÅRDA;ALGUTSTORP;34.19;32.98;21.21;11.48;0.29;1.21
14 43  01;BOLLEBYGD;TÖLLSJÖ;34.44;33.31;21.59;11.48;0.24;1.13
14 43  02;BOLLEBYGD;BOLLEBYGD;34.44;33.31;21.59;11.48;0.24;1.13
14 44  03;GRÄSTORP;SÄRESTAD;34.65;33.45;21.57;11.48;0.40;1.20
14 44  08;GRÄSTORP;FLO;34.65;33.45;21.57;11.48;0.40;1.20
14 44  09;GRÄSTORP;TENGENE;34.65;33.45;21.57;11.48;0.40;1.20
14 44  10;GRÄSTORP;TRÖKÖRNA;34.65;33.45;21.57;11.48;0.40;1.20
14 44  12;GRÄSTORP;FRIDHEM, DEL;34.65;33.45;21.57;11.48;0.40;1.20
14 45  01;ESSUNGA;FRIDHEM, DEL;34.65;33.45;21.57;11.48;0.40;1.20
14 45  02;ESSUNGA;FRÄMMESTAD-BÄREBERG;34.91;33.53;21.57;11.48;0.48;1.38
14 45  04;ESSUNGA;ESSUNGA;34.91;33.53;21.57;11.48;0.48;1.38
14 45  07;ESSUNGA;LEKÅSA-BARNE ÅSAKA;34.91;33.53;21.57;11.48;0.48;1.38
14 46  01;KARLSBORG;KARLSBORG;34.47;33.26;21.32;11.48;0.46;1.21
14 46  02;KARLSBORG;BREVIK;34.47;33.26;21.32;11.48;0.46;1.21
14 46  03;KARLSBORG;MÖLLTORP;34.47;33.26;21.32;11.48;0.46;1.21
14 46  04;KARLSBORG;UNDENÄS;34.47;33.26;21.32;11.48;0.46;1.21
14 47  01;GULLSPÅNG;AMNEHÄRAD;35.72;34.39;22.49;11.48;0.42;1.33
14 47  02;GULLSPÅNG;HOVA-ÄLGARÅS, DEL;35.72;34.45;22.49;11.48;0.48;1.27
14 52  01;TRANEMO;TRANEMO;34.27;32.81;21.00;11.48;0.33;1.46
14 52  06;TRANEMO;LÄNGHEM, DEL;34.27;32.81;21.00;11.48;0.33;1.46
14 52  08;TRANEMO;DALSTORP;34.27;32.81;21.00;11.48;0.33;1.46
14 60  01;BENGTSFORS;ÄRTEMARK;36.35;34.85;22.92;11.48;0.45;1.50
14 60  03;BENGTSFORS;LAXARBY-VÅRVIK;36.35;34.85;22.92;11.48;0.45;1.50
14 60  05;BENGTSFORS;TORRSKOG;36.35;34.85;22.92;11.48;0.45;1.50
14 60  06;BENGTSFORS;STENEBY-TISSELSKOG;36.35;34.92;22.92;11.48;0.52;1.43
14 60  09;BENGTSFORS;BÄCKE-ÖDSKÖLT;36.35;34.92;22.92;11.48;0.52;1.43
14 61  01;MELLERUD;HOLM;35.93;34.58;22.60;11.48;0.50;1.35
14 61  03;MELLERUD;BOLSTAD;35.93;34.58;22.60;11.48;0.50;1.35
14 61  07;MELLERUD;ÖR;35.93;34.58;22.60;11.48;0.50;1.35
14 61  09;MELLERUD;SKÅLLERUD;35.93;34.58;22.60;11.48;0.50;1.35
14 62  01;LILLA EDET;FUXERNA-ÅSBRÄCKA;35.24;34.19;22.37;11.48;0.34;1.05
14 62  04;LILLA EDET;LÖDÖSE;35.25;34.15;22.37;11.48;0.30;1.10
14 62  06;LILLA EDET;VÄSTERLANDA;35.24;34.19;22.37;11.48;0.34;1.05
14 62  07;LILLA EDET;HJÄRTUM;35.24;34.19;22.37;11.48;0.34;1.05
14 63  01;MARK;KINNA;33.84;32.90;21.21;11.48;0.21;0.94
14 63  03;MARK;ÖRBY-SKENE;33.90;32.90;21.21;11.48;0.21;1.00
14 63  04;MARK;SÄTILA;34.27;32.97;21.21;11.48;0.28;1.30
14 63  05;MARK;HYSSNA;34.27;32.97;21.21;11.48;0.28;1.30
14 63  07;MARK;FRITSLA-SKEPHULT;34.38;33.10;21.21;11.48;0.41;1.28
14 63  12;MARK;VÄSTRA MARK;34.47;33.14;21.21;11.48;0.45;1.33
14 63  13;MARK;ÖXNEVALLA;34.42;33.02;21.21;11.48;0.33;1.40
14 63  14;MARK;HORRED;34.42;33.02;21.21;11.48;0.33;1.40
14 63  15;MARK;ISTORP;34.42;33.02;21.21;11.48;0.33;1.40
14 63  16;MARK;ÄLEKULLA;34.56;33.04;21.21;11.48;0.35;1.52
14 63  17;MARK;TORESTORP;34.56;33.04;21.21;11.48;0.35;1.52
14 63  18;MARK;ÖXABÄCK;34.56;33.04;21.21;11.48;0.35;1.52
14 65  01;SVENLJUNGA;SVENLJUNGABYGDEN;35.42;33.96;22.15;11.48;0.33;1.46
14 65  03;SVENLJUNGA;MJÖBÄCK-HOLSLJUNGA;35.42;33.96;22.15;11.48;0.33;1.46
14 65  06;SVENLJUNGA;KINDAHOLM;35.42;33.96;22.15;11.48;0.33;1.46
14 65  12;SVENLJUNGA;SEXDREGA, DEL;35.42;33.96;22.15;11.48;0.33;1.46
14 66  02;HERRLJUNGA;HERRLJUNGA LANDSBYGDSFÖRS.;35.188;33.82;21.94;11.48;0.40;1.368
14 66  06;HERRLJUNGA;HERRLJUNGA;35.188;33.82;21.94;11.48;0.40;1.368
14 66  07;HERRLJUNGA;HUDENE;35.188;33.82;21.94;11.48;0.40;1.368
14 66  17;HERRLJUNGA;ÖSTRA GÄSENE;35.188;33.82;21.94;11.48;0.40;1.368
14 66  18;HERRLJUNGA;HOV;35.188;33.82;21.94;11.48;0.40;1.368
14 70  01;VARA;VARA;34.59;33.17;21.27;11.48;0.42;1.42
14 70  04;VARA;LEVENE;34.59;33.17;21.27;11.48;0.42;1.42
14 70  10;VARA;RYDA;34.59;33.17;21.27;11.48;0.42;1.42
14 70  14;VARA;VEDUM;34.59;33.17;21.27;11.48;0.42;1.42
14 70  24;VARA;LARV;34.59;33.17;21.27;11.48;0.42;1.42
14 70  29;VARA;KVÄNUM;34.59;33.17;21.27;11.48;0.42;1.42
14 71  01;GÖTENE;KLEVA-SIL;34.96;33.70;21.77;11.48;0.45;1.26
14 71  02;GÖTENE;GÖTENE;34.96;33.70;21.77;11.48;0.45;1.26
14 71  09;GÖTENE;LEDSJÖ;34.96;33.70;21.77;11.48;0.45;1.26
14 71  12;GÖTENE;KÄLLBY;34.96;33.70;21.77;11.48;0.45;1.26
14 71  13;GÖTENE;HUSABY;34.96;33.70;21.77;11.48;0.45;1.26
14 71  18;GÖTENE;KINNEKULLE;34.96;33.70;21.77;11.48;0.45;1.26
14 72  01;TIBRO;TIBRO;33.98;32.96;21.21;11.48;0.27;1.02
14 72  02;TIBRO;RANSBERG;33.98;32.96;21.21;11.48;0.27;1.02
14 73  01;TÖREBODA;TÖREBODA;34.45;33.18;21.22;11.48;0.48;1.27
14 73  02;TÖREBODA;FREDSBERG-BÄCK;34.45;33.18;21.22;11.48;0.48;1.27
14 73  07;TÖREBODA;FÄGRE;34.45;33.18;21.22;11.48;0.48;1.27
14 73  13;TÖREBODA;HOVA-ÄLGARÅS, DEL;34.45;33.18;21.22;11.48;0.48;1.27
14 80  01;GÖTEBORG;DOMKYRKOFÖRS. I GÖTEBORG;33.575;32.735;21.12;11.48;0.135;0.84
14 80  04;GÖTEBORG;NYLÖSE;33.575;32.735;21.12;11.48;0.135;0.84
14 80  05;GÖTEBORG;KORTEDALA;33.575;32.735;21.12;11.48;0.135;0.84
14 80  06;GÖTEBORG;HÄRLANDA;33.575;32.735;21.12;11.48;0.135;0.84
14 80  07;GÖTEBORG;GÖTEBORGS VASA;33.575;32.735;21.12;11.48;0.135;0.84
14 80  08;GÖTEBORG;GÖTEBORGS JOHANNEBERG;33.575;32.735;21.12;11.48;0.135;0.84
14 80  09;GÖTEBORG;GÖTEBORGS ANNEDAL;33.575;32.735;21.12;11.48;0.135;0.84
14 80  10;GÖTEBORG;GÖTEBORGS HAGA;33.575;32.735;21.12;11.48;0.135;0.84
14 80  11;GÖTEBORG;GÖTEBORGS OSCAR FREDRIK;33.575;32.735;21.12;11.48;0.135;0.84
14 80  12;GÖTEBORG;GÖTEBORGS MASTHUGG;33.575;32.735;21.12;11.48;0.135;0.84
14 80  13;GÖTEBORG;GÖTEBORGS CARL JOHAN;33.575;32.735;21.12;11.48;0.135;0.84
14 80  16;GÖTEBORG;ÖRGRYTE;33.575;32.735;21.12;11.48;0.135;0.84
14 80  17;GÖTEBORG;LUNDBY;33.575;32.735;21.12;11.48;0.135;0.84
14 80  20;GÖTEBORG;BACKA;33.575;32.735;21.12;11.48;0.135;0.84
14 80  21;GÖTEBORG;HÖGSBO;33.575;32.735;21.12;11.48;0.135;0.84
14 80  22;GÖTEBORG;VÄSTRA FRÖLUNDA;33.575;32.735;21.12;11.48;0.135;0.84
14 80  23;GÖTEBORG;ÄLVSBORG;33.575;32.735;21.12;11.48;0.135;0.84
14 80  24;GÖTEBORG;TYNNERED;33.575;32.735;21.12;11.48;0.135;0.84
14 80  28;GÖTEBORG;TORSLANDA-BJÖRLANDA;33.575;32.735;21.12;11.48;0.135;0.84
14 80  31;GÖTEBORG;TUVE-SÄVE;33.575;32.735;21.12;11.48;0.135;0.84
14 80  32;GÖTEBORG;BERGSJÖN;33.575;32.735;21.12;11.48;0.135;0.84
14 80  33;GÖTEBORG;GÖTEBORGS S:T PAULI;33.575;32.735;21.12;11.48;0.135;0.84
14 80  34;GÖTEBORG;ANGERED;33.575;32.735;21.12;11.48;0.135;0.84
14 80  36;GÖTEBORG;ASKIM;33.575;32.735;21.12;11.48;0.135;0.84
14 80  37;GÖTEBORG;STYRSÖ;33.575;32.735;21.12;11.48;0.135;0.84
14 80  38;GÖTEBORG;BJÖRKEKÄRR;33.575;32.735;21.12;11.48;0.135;0.84
14 80  41;GÖTEBORG;NÄSET;33.575;32.735;21.12;11.48;0.135;0.84
14 81  01;MÖLNDAL;FÄSSBERG;32.71;31.92;20.26;11.48;0.18;0.79
14 81  02;MÖLNDAL;KÅLLERED;32.71;31.92;20.26;11.48;0.18;0.79
14 81  03;MÖLNDAL;LINDOME;32.54;31.87;20.26;11.48;0.13;0.67
14 81  04;MÖLNDAL;STENSJÖN;32.71;31.92;20.26;11.48;0.18;0.79
14 82  01;KUNGÄLV;KUNGÄLV-YTTERBY;34.02;33.09;21.44;11.48;0.17;0.93
14 82  03;KUNGÄLV;MARSTRAND;34.28;33.17;21.44;11.48;0.25;1.11
14 82  04;KUNGÄLV;HARESTAD;34.28;33.17;21.44;11.48;0.25;1.11
14 82  05;KUNGÄLV;TORSBY;34.28;33.17;21.44;11.48;0.25;1.11
14 82  06;KUNGÄLV;LYCKE;34.28;33.17;21.44;11.48;0.25;1.11
14 82  08;KUNGÄLV;ROMELANDA;34.12;33.17;21.44;11.48;0.25;0.95
14 82  09;KUNGÄLV;KAREBY;34.12;33.17;21.44;11.48;0.25;0.95
14 82  10;KUNGÄLV;HÅLTA;34.23;33.08;21.44;11.48;0.16;1.15
14 82  11;KUNGÄLV;SOLBERGA;34.23;33.08;21.44;11.48;0.16;1.15
14 84  01;LYSEKIL;LYSEKIL;35.60;34.32;22.46;11.48;0.38;1.28
14 84  02;LYSEKIL;LYSE;35.60;34.32;22.46;11.48;0.38;1.28
14 84  03;LYSEKIL;SKAFTÖ;35.60;34.32;22.46;11.48;0.38;1.28
14 84  04;LYSEKIL;BRO;35.52;34.39;22.46;11.48;0.45;1.13
14 84  05;LYSEKIL;BRASTAD;35.52;34.39;22.46;11.48;0.45;1.13
14 85  01;UDDEVALLA;UDDEVALLA;34.99;33.89;22.16;11.48;0.25;1.10
14 85  03;UDDEVALLA;LJUNGSKILE;34.96;33.94;22.16;11.48;0.30;1.02
14 85  09;UDDEVALLA;BOKENÄSET;35.26;33.95;22.16;11.48;0.31;1.31
14 85  10;UDDEVALLA;HERRESTAD;35.06;33.86;22.16;11.48;0.22;1.20
14 85  11;UDDEVALLA;LANE-RYR;34.99;33.89;22.16;11.48;0.25;1.10
14 85  12;UDDEVALLA;BÄVE;34.99;33.89;22.16;11.48;0.25;1.10
14 85  13;UDDEVALLA;DALABERG;34.99;33.89;22.16;11.48;0.25;1.10
14 86  01;STRÖMSTAD;STRÖMSTAD;34.96;33.75;21.91;11.48;0.36;1.21
14 86  02;STRÖMSTAD;SKEE-TJÄRNÖ;34.96;33.75;21.91;11.48;0.36;1.21
14 86  06;STRÖMSTAD;IDEFJORDEN;34.96;33.75;21.91;11.48;0.36;1.21
14 87  01;VÄNERSBORG;VÄNERSBORG OCH VÄNE-RYR;35.02;33.97;22.21;11.48;0.28;1.05
14 87  03;VÄNERSBORG;GESTAD;35.43;34.11;22.21;11.48;0.42;1.32
14 87  04;VÄNERSBORG;BRÅLANDA;35.43;34.11;22.21;11.48;0.42;1.32
14 87  05;VÄNERSBORG;SUNDALS-RYR;35.43;34.11;22.21;11.48;0.42;1.32
14 87  06;VÄNERSBORG;FRÄNDEFORS;35.03;34.00;22.21;11.48;0.31;1.03
14 87  07;VÄNERSBORG;VÄNERSNÄS;35.22;34.00;22.21;11.48;0.31;1.22
14 87  09;VÄNERSBORG;VÄSTRA TUNHEM;35.22;34.00;22.21;11.48;0.31;1.22
14 88  01;TROLLHÄTTAN;TROLLHÄTTAN;34.29;33.26;21.56;11.48;0.22;1.03
14 88  03;TROLLHÄTTAN;ÅSAKA-BJÖRKE;34.57;33.35;21.56;11.48;0.31;1.22
14 88  04;TROLLHÄTTAN;GÄRDHEM;34.57;33.35;21.56;11.48;0.31;1.22
14 88  05;TROLLHÄTTAN;UPPHÄRAD;34.48;33.36;21.56;11.48;0.32;1.12
14 88  07;TROLLHÄTTAN;FORS-ROMMELE;34.48;33.36;21.56;11.48;0.32;1.12
14 88  08;TROLLHÄTTAN;BJÄRKE, DEL;34.95;33.39;21.56;11.48;0.35;1.56
14 88  09;TROLLHÄTTAN;LEXTORP;34.29;33.26;21.56;11.48;0.22;1.03
14 88  10;TROLLHÄTTAN;GÖTALUNDEN;34.29;33.26;21.56;11.48;0.22;1.03
14 89  01;ALINGSÅS;ALINGSÅS;34.19;33.08;21.36;11.48;0.24;1.11
14 89  08;ALINGSÅS;BJÄRKE, DEL;34.75;33.19;21.36;11.48;0.35;1.56
14 89  09;ALINGSÅS;HEMSJÖ;34.19;33.08;21.36;11.48;0.24;1.11
14 89  10;ALINGSÅS;ÖDENÄS;34.19;33.08;21.36;11.48;0.24;1.11
14 90  01;BORÅS;BORÅS CAROLI;33.99;33.00;21.31;11.48;0.21;0.99
14 90  02;BORÅS;BORÅS GUSTAV ADOLF;33.99;33.00;21.31;11.48;0.21;0.99
14 90  03;BORÅS;BRÄMHULT;33.99;33.00;21.31;11.48;0.21;0.99
14 90  06;BORÅS;TOARP;34.38;32.99;21.31;11.48;0.20;1.39
14 90  07;BORÅS;LÄNGHEM, DEL;34.58;33.12;21.31;11.48;0.33;1.46
14 90  08;BORÅS;SEXDREGA, DEL;34.58;33.12;21.31;11.48;0.33;1.46
14 90  11;BORÅS;FRISTAD;34.20;33.00;21.31;11.48;0.21;1.20
14 90  15;BORÅS;BREDARED;34.08;32.94;21.31;11.48;0.15;1.14
14 90  16;BORÅS;SANDHULT;34.08;32.94;21.31;11.48;0.15;1.14
14 90  19;BORÅS;SEGLORA;34.31;33.03;21.31;11.48;0.24;1.28
14 90  20;BORÅS;KINNARUMMA;34.31;33.03;21.31;11.48;0.24;1.28
14 91  01;ULRICEHAMN;ULRICEHAMN;34.05;32.76;21.05;11.48;0.23;1.29
14 91  05;ULRICEHAMN;HÄLLSTAD;34.18;32.93;21.05;11.48;0.40;1.25
14 91  10;ULRICEHAMN;SÖDRA VING;34.18;32.93;21.05;11.48;0.40;1.25
14 91  16;ULRICEHAMN;ÅSUNDEN;34.05;32.76;21.05;11.48;0.23;1.29
14 91  20;ULRICEHAMN;HÖSSNA;34.05;32.76;21.05;11.48;0.23;1.29
14 91  28;ULRICEHAMN;REDVÄG;34.37;32.88;21.05;11.48;0.35;1.49
14 91  29;ULRICEHAMN;TIMMELE;34.05;32.76;21.05;11.48;0.23;1.29
14 92  01;ÅMÅL;ÅMÅL;35.596;34.397;22.46;11.48;0.457;1.199
14 93  01;MARIESTAD;MARIESTAD;34.14;33.09;21.26;11.48;0.35;1.05
14 93  03;MARIESTAD;ULLERVAD;34.49;33.14;21.26;11.48;0.40;1.35
14 93  12;MARIESTAD;LUGNÅS;34.49;33.14;21.26;11.48;0.40;1.35
14 93  18;MARIESTAD;LYRESTAD;34.49;33.16;21.26;11.48;0.42;1.33
14 94  01;LIDKÖPING;LIDKÖPING;33.80;32.69;20.86;11.48;0.35;1.11
14 94  03;LIDKÖPING;JÄRPÅS;34.18;32.75;20.86;11.48;0.41;1.43
14 94  05;LIDKÖPING;KÅLLANDS-RÅDA;34.18;32.75;20.86;11.48;0.41;1.43
14 94  13;LIDKÖPING;SUNNERSBERG;33.94;32.64;20.86;11.48;0.30;1.30
14 94  24;LIDKÖPING;SÄVARE;33.96;32.59;20.86;11.48;0.25;1.37
14 94  31;LIDKÖPING;ÖRSLÖSA;34.18;32.75;20.86;11.48;0.41;1.43
14 95  01;SKARA;SKARA DOMKYRKOFÖRS.;34.13;32.91;21.10;11.48;0.33;1.22
14 95  04;SKARA;EGGBY-ÖGLUNDA;34.13;32.91;21.10;11.48;0.33;1.22
14 95  05;SKARA;VARNHEM;34.13;32.91;21.10;11.48;0.33;1.22
14 95  08;SKARA;AXVALL;34.13;32.91;21.10;11.48;0.33;1.22
14 95  16;SKARA;ARDALA;34.13;32.91;21.10;11.48;0.33;1.22
14 96  01;SKÖVDE;SKÖVDE;33.53;32.55;20.86;11.48;0.21;0.98
14 96  08;SKÖVDE;SKULTORP;34.19;32.69;20.86;11.48;0.35;1.50
14 96  14;SKÖVDE;SVENTORP-FORSBY;33.98;32.70;20.86;11.48;0.36;1.28
14 96  15;SKÖVDE;VÄRSÅS- VAROLA- VRETEN;33.98;32.70;20.86;11.48;0.36;1.28
14 96  17;SKÖVDE;VÄRING;33.99;32.64;20.86;11.48;0.30;1.35
14 96  20;SKÖVDE;FRÖSVE;33.99;32.64;20.86;11.48;0.30;1.35
14 96  24;SKÖVDE;BERG;33.99;32.64;20.86;11.48;0.30;1.35
14 96  27;SKÖVDE;GÖTLUNDA;33.99;32.64;20.86;11.48;0.30;1.35
14 97  01;HJO;HJO;34.43;33.43;21.57;11.48;0.38;1.00
14 97  04;HJO;MOFALLA;34.43;33.43;21.57;11.48;0.38;1.00
14 97  06;HJO;FÅGELÅS;34.43;33.43;21.57;11.48;0.38;1.00
14 97  08;HJO;KORSBERGA-FRIDENE;34.43;33.43;21.57;11.48;0.38;1.00
14 98  01;TIDAHOLM;TIDAHOLM;35.10;33.92;22.07;11.48;0.37;1.18
14 98  03;TIDAHOLM;HÖKENSÅS;35.10;33.92;22.07;11.48;0.37;1.18
14 98  07;TIDAHOLM;FRÖJERED;35.10;33.92;22.07;11.48;0.37;1.18
14 98  12;TIDAHOLM;VALSTAD;35.10;33.92;22.07;11.48;0.37;1.18
14 98  16;TIDAHOLM;VARV;35.10;33.92;22.07;11.48;0.37;1.18
14 99  01;FALKÖPING;FALKÖPING;34.66;33.44;21.60;11.48;0.36;1.22
14 99  02;FALKÖPING;MÖSSEBERG;34.66;33.44;21.60;11.48;0.36;1.22
14 99  05;FALKÖPING;FLOBY;35.15;33.63;21.60;11.48;0.55;1.52
14 99  16;FALKÖPING;KINNEVED;35.15;33.63;21.60;11.48;0.55;1.52
14 99  21;FALKÖPING;ÅSLEBYGDEN;34.66;33.44;21.60;11.48;0.36;1.22
